English;Latin;Français;Español;Portugues
Pontocerebellar fibres;Fibrae pontocerebellares;Fibres pontocérébelleuses;Fibras pontocerebelosas;Fibras pontocerebelares
Inferior cerebellar peduncle;Pedunculus cerebellaris inferior;Pédoncule cérébelleux inférieur;Pedúnculo cerebeloso inferior;Pedúnculo cerebelar inferior
Restiform body;Corpus restiformis;Corps restiforme;Cuerpo restiforme;Corpo restiforme
Cuneocerebellar fibres;Fibrae cuneocerebellares;Fibres cunéocérébelleuses;Fibras cuneocerebelosas;Fibras cuneocerebelares
Olivocerebellar tract;Tractus olivocerebellaris;Tractus olivocérébelleux;Tracto olivocerebeloso;Trato olivocerebelar
Juxtarestiform body;Corpus juxtarestiformis;Corps juxtarestiforme;Cuerpo yuxtarestiforme;Corpo justarestiforme
Uncinate fasciculus of cerebellum;Fasciculus uncinatus cerebelli;Fascicule unciné du cervelet;Fascículo uncinado del cerebelo;Fascículo uncinado do cerebelo
Brainstem;Trucus encephali;Tronc cérébral;Tronco encefálico;Tronco cerebral
Nuclei of cranial nerves;Nuclei nervorum craniales;Noyaux des nerfs crâniens;Núcleos de los nervios craneales;Núcleos de nervos cranianos
Nucleus of origin of cranial nerve;Nucleus originis nervi cranialis;Noyau d'origine d'un nerf crânial;Núcleo de origen del nervio craneal;Núcleo de origem do nervo craniano
Terminal nucleus of cranial nerve;Nucleus terminationis nervi cranialis;Noyau terminal d'un nerf crânial;Núcleo terminal del nervio craneal;Núcleo terminal do nervo craniano
White matter of brainstem;Substantia alba trunci encephali;Substance blanche du tronc cérébral;Sustancia blanca del tronco encefálico;Substância branca do tronco cerebral
Medial lemniscus;Lemniscus medialis;Lemnisque médial;Lemnisco medial;Lemnisco medial
Trigeminal lemniscus;Lemniscus trigeminalis;Lemnisque trigéminal;Lemnisco trigéminal;Lemnisco trigêmeo
Anterior trigeminothalamic tract;Tractus trigeminothalamicus anterior;Tractus trigéminothalamique antérieur;Tracto trigéminotalámico anterior;Trato trigeminotalâmico anterior
Posterior trigeminothalamic tract;Tractus trigeminothalamicus poterior;Tractus trigéminothalamique postérieur;Tracto trigéminotalámico posterior;Trato trigeminotalâmico posterior
Spinal lemniscus;Lemniscus spinalis;Lemnisque spinal;Lemnisco espinal;Lemnisco espinhal
Lateral lemniscus;Lemniscus lateralis;Lemnisque latéral;Lemnisco lateral;Lemnisco lateral
Medial longitudinal fasciculus;Fasciculus longitudinalis medialis;Faisceau longitudinal médial;Fascículo longitudinal medial;Fascículo longitudinal medial
Posterior longitudinal fasciculus;Fasciculus longitudinalis posterior;Faisceau longitudinal postérieur;Fascículo longitudinal posterior;Fascículo longitudinal posterior
Central tegmental tract;Tractus tegmentalis centralis;Tractus tegmental central;Tracto tegmental central;Trato tegmental central
Rubro-olivary tract;Tractus rubroolivaris;Tractus rubro-olivaire;Tracto rubro-olivar;Trato rubro-olivar
Cerebello-olivary tract;Tractus cerebelloolivaris;Tractus cérébello-olivaire;Tracto cerebeloso-olivar;Trato cerebelo-olivar
Spinal tract of trigeminal nerve;Tractus spinalis nervi trigemini;Tractus épineux du nerf trijumeau;Tracto espinal del nervio trigémino;Trato espinhal do nervo trigêmeo
Mesencephalic tract of trigeminal nerve;Tractus mesencephalicus nervi trigemini;Tractus mésencéphalique du nerf trigéminal;Tracto mesencefálico del nervio trigémino;Trato mesencefálico do nervo trigêmeo
Midbrain;Mesencephalon;Mésencéphale;Mesencéfalo;Mesencéfalo
Interpeduncular fossa;Fossa interpeduncularis;Fosse interpédonculaire;Fosa interpeduncular;Fossa interpeduncular
Posterior perforated substance;Substantia perforata posterior;Substance perforée postérieur;Sustancia perforada posterior;Substância perfurada posterior
Lateral groove of midbrain;Sulcus lateralis mesencephali;Sillon latéral du mésencéphale;Surco lateral del mesencéfalo;Sulco lateral do mesencéfalo
Cerebral peduncle;Pedunculus cerebri;Pédoncule cérébral;Pedúnculo cerebral;Pedúnculo cerebral
Base of peduncle;Basis pedunculi;Base du pédoncule;Base del pedúnculo;Base do pedúnculo
Crus cerebri;Crus cerebri;Membre cérébral;Miembro cerebal;Crus cerebri
Substantia nigra;Substantia nigra;Substance noire;Sustancia negra;Substantia nigra
Compact part of substantia nigra;Pars compacta substantiae nigra;Partie compacte de la substance noire;Parte compacta de sustancia negra;Parte compacta da substantia nigra
Reticular part of substantia nigra;Pars reticularis substantiae nigra;Partie réticulaire de la substance noire;Parte reticular de la sustancia negra;Parte reticular da substância negra
Lateral part of substantia nigra;Pars lateralis substantiae;Partie latérale de la substance noire;Parte lateral de la sustancia negra;Parte lateral da substantia nigra
Tegmentum of midbrain;Tegmentum mesencephali;Tegmentum mésencéphalique;Tegmento del mesencéfalo;Tegmento do mesencéfalo
Grey matter of tegmentum of midbrain;Substantia grisea tegmenti mesencephali;Substance grise du toit du mésencéphale;Sustancia gris del tegmento del mesencéfalo;Matéria cinzenta do tegmento do mesencéfalo
Mesencephalic nucleus of midbrain;Nucleus mesencephalicus nervi trigemini;Noyau mésencéphalique du nerf trijumeau;Núcleo mesencefálico del mesencéfalo;Núcleo mesencefálico do mesencéfalo
Nucleus of brachium of inferior colliculi;Nucleus brachii colliculi inferioris;Noyau du bras des colliculi inférieurs;Núcleo del brazo de los colículos inferiores;Núcleo de braquio dos colículos inferiores
Parabigeminal nucleus;Nucleus parabigeminalis;Noyau parabigéminal;Núcleo parabigeminal;Núcleo parabigeminal
Nucleus of trochlear nerve;Nucleus nervi trochlearis;Noyau du nerf trochléaire;Núcleo del nervio troclear;Núcleo do nervo troclear
Oculomotor complex;Complexus oculomotorius;Complexe oculomoteur;Complejo oculomotor;Complexo oculomotor
Nucleus of oculomotor nerve;Nucleus nervi oculomotorius;Noyau du nerf oculomoteur;Núcleo del nervio oculomotor;Núcleo do nervo oculomotor
Accessory nucleus of oculomotor nerve;Nucleus accessorius nervi oculomotorii;Noyau accessoire du nerf oculomoteur;Núcleo accesorio del nervio oculomotor;Núcleo acessório do nervo oculomotor
Lateroposterior tegmental nucleus;Nucleus tegmentalis posterolateralis;Noyau tegmental postéro-latéral;Núcleo tegmental posterolateral;Núcleo tegmental lateroposterior
Pedunculopontine tegmental nucleus;Nucleus tegmentalis pedunculopontinus;Noyau tegmental pedonculopontin;Núcleo pedunculopontino tegmental;Tegmental pedunculopontino
Nuclei of anterior tegmental area;Nuclei areae tegmentalis anterioris;Noyau de l'aire tegmentale antérieure;Núcleos del área tegmental anterior;Núcleos da área tegmental anterior
Interpeduncular nucleus;Nucleus interpeduncularis;Noyau interpédonculaire;Núcleo interpeduncular;Núcleo interpeduncular
Red nucleus;Nucleus ruber;Noyau rouge;Núcleo rojo;Núcleo vermelho
Reticular formation of midbrain;Formatio reticularis mesencephali;Formation réticulaire mésencéphalique;Formación reticular del mesencéfalo;Formação reticular do mesencéfalo
Cuneiform nucleus;Nucleus cuneiformis;Noyau cunéiforme;Núcleo cuneiforme;Núcleo cuneiforme
Subcuneiform nucleus;Nucleus subcuneiformis;Noyau subcunéïforme;Núcleo subcuneiforme;Núcleo subcuneiforme
Intracuneiform nucleus;Nucleus intracuneiformis;Noyau intracunéïforme;Núcleo intracuneiforme;Núcleo intracuneiforme
White matter of tegmentum of midbrain;Substantia alba tegmenti mesencephali;Substance blanche du tegmentum du mésencéphale;Sustancia blanca del tegmento del mesencéfalo;Matéria branca do tegmento do mesencéfalo
Decussation of superior cerebellar peduncles;Decussatio pedunculorum cerebellarium superiorum;Décussation des pédoncules cérébelleux supérieurs;Decusación de los pedúnculos cerebelosos superiores;Decussação dos pedúnculos cerebelares superiores
Tegmental decussations;Decussationes tegmenti;Décussations tegmentales;Decusaciones tegmentales;Decussões tegmentais
Anterior tegmental decussation;Decussatio tegmentalis anterior;Décussation tegmentale antérieure;Decusación tegmental anterior;Decussação tegmental anterior
Posterior tegmental decussation;Decussatio tegmentalis posterior;Décussation tegmentale postérieure;Decusación tegmental posterior;Decussação tegmental posterior
Central mesencephalic structures;Structurae centrales mesencephali;Structures mésencéphaliques centrales;Estructuras mesencefálicas centrales;Estruturas mesencefálicas centrais
Peri-aqueductal grey substance;Substantia grisea periaquaeductalis;Substance grise péri-aqueductales;Sustancia gris peri-aqueductal;Substância cinza periaquedutal
Aqueduct of midbrain;Aquaeductus mesencephali;Aqueduc du mésencéphale;Acueducto del mesencéfalo;Aqueduto do mesencéfalo
Tectum of midbrain;Tectum mesencephali;Tectum mésencéphalique;Techo del mesencéfalo;Tectum do mesencéfalo
Superior colliculus;Colliculus superior;Colliculus supérieur;Colículo superior;Colículo superior
Layers of superior colliculus;Strata colliculi superioris;Couches du colliculus supérieur;Capas del colículo superior;Camadas de colículo superior
Brachium of superior colliculus;Brachium colliculi superioris;Bras du colliculus supérieur;Brazo del colículo superior;Braço do colículo superior
Commissure of superior colliculi;Commissura colliculorum superiorum;Commissure des colliculi supérieurs;Comisura de los colículos superiores;Comissura de colículos superiores
Inferior colliculus;Colliculus inferior;Colliculus inférieur;Colículo inferior;Colículo inferior
Nuclei of inferior colliculus;Nuclei colliculi inferioris;Noyaux du colliculus inférieur;Núcleos del colículo inferior;Núcleos do colículo inferior
Brachium of inferior colliculus;Brachium colliculi inferioris;Bras du colliculus inférieur;Brazo del colículo inferior;Braço do colículo inferior
Commissure of inferior colliculi;Commissura colliculorum inferiorum;Commissure des colliculi inférieurs;Comisura de los colículos inferiores;Comissura de colículos inferiores
Trochlear decussation;Decussatio trochlearis;Décussation trochléaire;Decusación troclear;Decussação troclear
Pons;Pons;Pont;Puente troncoencefálico;Pons
Cerebellopontine angle;Angulus pontocerebellaris;Angle pontocérébelleux;Ángulo pontocerebeloso;Ângulo cerebelopontino
Basilar sulcus;Sulcus basilaris;Sillon basilaire;Surco basilar;Sulco basilar
Medullopontine sulcus;Sulcus bulbopontinus;Sillon bulbopontin;Surco medulopontino;Sulco medulopontino
Basilar part of pons;Pars basilaris pontis;Partie basilaire du pont;Parte basilar del puente troncoencefálico;Parte basilar da ponte
Pontine nuclei;Nuclei pontis;Noyaux pontins;Núcleos pontinos;Núcleos pontinos
Longitudinal pontine fibres;Fibrae longitudinales pontis;Fibres pontines longitudinales;Fibras pontinas longitudinales;Fibras pontinas longitudinais
Transverse pontine fibres;Fibrae transversae pontis;Fibres pontines transverses;Fibras pontinas transversales;Fibras pontinas transversais
Tegmentum of pons;Tegmentum pontis;Tegmentum du pont;Tegmento del pons;Tegmento de ponte
Grey matter of pontine tegmentum;Substantia grisea tegmenti pontis;Substance grise du tegmentum pontin;Sustancia gris del tegmento pontino;Matéria cinzenta do tegmento pontino
Oral part of spinal nuclei of trigeminal nerve;Pars oralis nuclei spinalis nervi trigeminalis;Partie orale des noyaux spinaux du nerf trigéminal;Parte oral de los núcleos espinales del nervio trigémino;Parte oral dos núcleos espinhais do nervo trigêmeo
Principal sensory nucleus of trigeminal nerve;Nucleus sensorius principalis nervi trigemini;Noyau sensoriel principal du nerf trigéminal;Núcleo sensorial principal del nervio trigémino;Núcleo sensorial principal do nervo trigêmeo
Vestibular nuclei;Nuclei vestibulares;Noyaux vestibulaires;Núcleos vestibulares;Núcleos vestibulares
Superior vestibular nucleus;Nucleus vestibularis superior;Noyau vestibulaire supérieur;Núcleo vestibular superior;Núcleo vestibular superior
Lateral vestibular nucleus;Nucleus vestibularis lateralis;Noyau vestibulaire latéral;Núcleo vestibular lateral;Núcleo vestibular lateral
Nuclei of trapezoid body;Nuclei corporis trapezoidei;Noyau du corps trapézoïde;Núcleos del cuerpo trapezoide;Núcleos de corpo trapezoidal
Superior olivary nucleus;Nucleus olivaris superior;Noyau olivaire supérieur;Núcleo olivar superior;Núcleo olivar superior
Nuclei of lateral lemniscus;Nuclei lemnisci lateralis;Noyau du lemnisque latéral;Núcleos del lemnisco lateral;Núcleos de lemnisco lateral
Motor nucleus of facial nerve;Nucleus nervi facialis;Noyau moteur du nef facial;Núcleo motor del nervio facial;Núcleo motor do nervo facial
Motor nucleus of trigeminal nerve;Nucleus motorius nervi trigemini;Noyau moteur du nerf trigéminal;Núcleo motor del nervio trigémino;Núcleo motor do nervo trigêmeo
Nucleus of abducens nerve;Nucleus nervi abducentis;Noyau du nerf abducens;Núcleo del nervio abducens;Núcleo do nervo abducente
Superior salivatory nucleus;Nucleus salivatorius superior;Noyau salivaire supérieur;Núcleo salival superior;Núcleo salivatório superior
Lacrimal nucleus;Nucleus lacrimalis;Noyau larcrymal;Núcleo lagrimal;Núcleo lacrimal
Caerulean nucleus;Nucleus caeruleus;Locus cœruleus;Núcleo caeruleo;Núcleo cerúleo
Parabrachial nuclei;Nuclei parabrachiales;Noyaux parabrachiaux;Núcleos parabraquiales;Núcleos parabraquiais
Pontine central grey matter;Substantia grisea centralis pontis;Substance grise centrale pontine;Sustancia gris central pontina;Massa cinzenta central pontina
Posterior tegmental nucleus;Nucleus tegmentalis posterior;Noyau tegmental postérieur;Núcleo tegmental posterior;Núcleo tegmental posterior
Pontine reticular formation;Formatio reticularis pontis;Formation réticulaire pontine;Formación reticular pontina;Formação reticular pontina
Caudal pontine reticular nucleus;Nucleus reticularis caudalis pontis;Noyau réticulaire pontin caudal;Núcleo reticular pontino caudal;Núcleo reticular pontino caudal
Rostral pontine reticular nucleus;Nucleus reticularis rostralis pontis;Noyau réticulaire pontin rostral;Núcleo reticular pontino rostral;Núcleo reticular pontino rostral
Anterior tegmental nucleus;Nucleus tegmentalis anterior;Noyau tegmental antérieur;Núcleo tegmental anterior;Núcleo tegmental anterior
Reticulotegmental nucleus;Nucleus reticularis tegmenti pontis;Noyau réticulaire tegmental;Núcleo reticulotegmental;Núcleo reticulotegmental
White matter of pontine tegmentum;Substantia alba tegmenti pontis;Substance blanche du tegmentum pontin;Sustancia blanca del tegmento pontino;Substância branca do tegmento pontino
Raphe of pons;Raphe pontis;Raphé du pont;Raphe del pons;Raphe de pons
Pontine raphe nuclei;Nuclei raphes pontis;Noyaux du raphé du pont;Núcleos del rafe pontino;Núcleos pontinos da rafe
Median raphe nucleus;Nucleus medianus raphes;Noyau médian du raphé;Núcleo mediano del rafe;Núcleo da rafe mediana
Posterior raphe nucleus;Nucleus posterior raphes;Noyaux postérieur du raphé;Núcleo posterior del rafe;Núcleo posterior da rafe
Supragenual nucleus;Nucleus supragenualis;Noyau supragenual;Núcleo supragenual;Núcleo supragenual
Genu of fibres of facial nerve;Genu fibrarum nervi facialis;Genou des fibres du nerf facial;Genu de las fibras del nervio facial;Genu de fibras do nervo facial
Trapezoid body;Corpus trapezoideum;Corps trapèroïde;Cuerpo trapezoide;Corpo trapézio
Olivocochlear tract;Tractus olivocochlearis;Tractus olivocochléaire;Tracto olivococlear;Trato olivococlear
Anterior acoustic stria;Stria cochlearis anterior;Strie cochléaire antérieure;Estría cochlear anterior;Estria acústica anterior
Intermediate acoustic stria;Stria cochlearis intermedia;Strie cochléaire intermédiaire;Estrías cochlear intermedia;Estria acústica intermediária
Posterior acoustic stria;Stria cochlearis posterior;Strie cochléaire postérieure;Estría cochlear posterior;Estria acústica posterior
Auditory commissure of pons;Commissura cochlearis pontis;Commissure cochléaire du pont;Comisura cochlear del puente troncoencefálico;Comissura auditiva da ponte
